topic_id Q0 docno rank score tag
1 Q0 30090263120584704 41 0.46161887 02/04/2021:18:22:44
1 Q0 33148017498394624 42 0.46056312 02/04/2021:18:22:44
1 Q0 31051719219617792 43 0.45759454 02/04/2021:18:22:44
1 Q0 31713042987225091 44 0.45717353 02/04/2021:18:22:44
1 Q0 29533394589188096 45 0.4561098 02/04/2021:18:22:44
1 Q0 29496755024306176 46 0.4561098 02/04/2021:18:22:44
1 Q0 34634274011357187 47 0.45598263 02/04/2021:18:22:44
1 Q0 32864319158878209 48 0.4519355 02/04/2021:18:22:44
1 Q0 32651766197649408 49 0.4519355 02/04/2021:18:22:44
1 Q0 32611537122230273 50 0.4519355 02/04/2021:18:22:44
1 Q0 32607344248492032 51 0.4519355 02/04/2021:18:22:44
1 Q0 32589329385660417 52 0.4519355 02/04/2021:18:22:44
1 Q0 32532593387765761 53 0.4519355 02/04/2021:18:22:44
1 Q0 32517377480466433 54 0.4519355 02/04/2021:18:22:44
1 Q0 32501746316087296 55 0.4519355 02/04/2021:18:22:44
1 Q0 32447478280232960 56 0.4519355 02/04/2021:18:22:44
1 Q0 33607341589008384 57 0.45064008 02/04/2021:18:22:44
1 Q0 29356283211546624 58 0.449923 02/04/2021:18:22:44
1 Q0 34951846736953344 59 0.44953924 02/04/2021:18:22:44
1 Q0 29560971303321600 60 0.44901425 02/04/2021:18:22:44
1 Q0 30325761801977856 61 0.4466204 02/04/2021:18:22:44
1 Q0 30109258083213312 62 0.44441557 02/04/2021:18:22:44
1 Q0 32066652447178752 63 0.44363257 02/04/2021:18:22:44
1 Q0 31201176078786560 64 0.4422639 02/04/2021:18:22:44
1 Q0 32602535919357952 65 0.44134557 02/04/2021:18:22:44
1 Q0 31051852053221376 66 0.43979305 02/04/2021:18:22:44
1 Q0 32234308571758592 67 0.4383601 02/04/2021:18:22:44
1 Q0 34345021821952000 68 0.43702477 02/04/2021:18:22:44
1 Q0 30771382283407360 69 0.43442363 02/04/2021:18:22:44
1 Q0 31671351399944192 70 0.43435752 02/04/2021:18:22:44
1 Q0 32410022323421184 71 0.43416083 02/04/2021:18:22:44
1 Q0 31784024955424768 72 0.43244398 02/04/2021:18:22:44
1 Q0 30730719936389120 73 0.43056548 02/04/2021:18:22:44
1 Q0 30303184207478784 74 0.42773035 02/04/2021:18:22:44
1 Q0 32850570754654208 75 0.4259302 02/04/2021:18:22:44
1 Q0 33168415598321664 76 0.42547327 02/04/2021:18:22:44
1 Q0 33634329997348864 77 0.4244226 02/04/2021:18:22:44
1 Q0 34598695978663936 78 0.42412284 02/04/2021:18:22:44
1 Q0 30924858397298688 79 0.42368558 02/04/2021:18:22:44
1 Q0 30043464607469568 80 0.4196862 02/04/2021:18:22:44
1 Q0 34682214524395520 81 0.41943103 02/04/2021:18:22:44
1 Q0 34601175957381120 82 0.41894004 02/04/2021:18:22:44
1 Q0 31850686425600000 83 0.4188155 02/04/2021:18:22:44
1 Q0 30084248861941760 84 0.4181146 02/04/2021:18:22:44
1 Q0 30871551041601536 85 0.41681862 02/04/2021:18:22:44
1 Q0 32774048513531904 86 0.41618174 02/04/2021:18:22:44
1 Q0 30912477260677121 87 0.41373867 02/04/2021:18:22:44
1 Q0 30019822125326336 88 0.41360444 02/04/2021:18:22:44
1 Q0 30277678699380736 89 0.4132852 02/04/2021:18:22:44
1 Q0 29185584572399617 90 0.41309085 02/04/2021:18:22:44
1 Q0 32840965274214402 91 0.41304082 02/04/2021:18:22:44
1 Q0 32871708100665344 92 0.41304067 02/04/2021:18:22:44
1 Q0 35035445469388800 93 0.4120585 02/04/2021:18:22:44
1 Q0 34094349260161024 94 0.41179153 02/04/2021:18:22:44
1 Q0 29269354931556354 95 0.41145274 02/04/2021:18:22:44
1 Q0 32650760630050816 96 0.4112479 02/04/2021:18:22:44
1 Q0 32666586582097921 97 0.4109819 02/04/2021:18:22:44
1 Q0 32600574352429056 98 0.41064572 02/04/2021:18:22:44
1 Q0 32812156470689792 99 0.41036606 02/04/2021:18:22:44
1 Q0 31580023043399680 100 0.41026378 02/04/2021:18:22:44
1 Q0 32438917508628480 101 0.4101248 02/04/2021:18:22:44
1 Q0 29996023250157568 102 0.40985686 02/04/2021:18:22:44
1 Q0 31442765199966208 103 0.40793025 02/04/2021:18:22:44
1 Q0 34131252193787904 104 0.40785766 02/04/2021:18:22:44
1 Q0 30254811135873024 105 0.40768176 02/04/2021:18:22:44
1 Q0 33165322399776768 106 0.4076624 02/04/2021:18:22:44
1 Q0 31533540923416577 107 0.4072212 02/04/2021:18:22:44
1 Q0 34961151502589953 108 0.40711203 02/04/2021:18:22:44
1 Q0 32417932948537344 109 0.4066863 02/04/2021:18:22:44
1 Q0 33620169771196416 110 0.4061962 02/04/2021:18:22:44
1 Q0 29389045339521025 111 0.4058817 02/04/2021:18:22:44
1 Q0 31667768961015808 112 0.40582094 02/04/2021:18:22:44
1 Q0 33536977986912256 113 0.40551683 02/04/2021:18:22:44
1 Q0 31649109051965440 114 0.40551683 02/04/2021:18:22:44
1 Q0 29263407261683712 115 0.40551683 02/04/2021:18:22:44
1 Q0 31252444008681472 116 0.40496102 02/04/2021:18:22:44
1 Q0 30315979753922560 117 0.40478462 02/04/2021:18:22:44
1 Q0 31725845173239809 118 0.40392718 02/04/2021:18:22:44
1 Q0 34939869763477504 119 0.40333825 02/04/2021:18:22:44
1 Q0 30101715395026946 120 0.40253967 02/04/2021:18:22:44
1 Q0 32776982743752705 121 0.40153146 02/04/2021:18:22:44
1 Q0 33966619508080640 122 0.40128154 02/04/2021:18:22:44
1 Q0 30242865485447168 123 0.40085304 02/04/2021:18:22:44
1 Q0 34692588061593600 124 0.40054286 02/04/2021:18:22:44
1 Q0 34518693245353984 125 0.40054286 02/04/2021:18:22:44
1 Q0 33922882933358592 126 0.39977035 02/04/2021:18:22:44
1 Q0 34660152049147904 127 0.39976344 02/04/2021:18:22:44
1 Q0 31426919417249792 128 0.39962792 02/04/2021:18:22:44
1 Q0 30064895227600896 129 0.3989508 02/04/2021:18:22:44
1 Q0 32328589516996608 130 0.39850318 02/04/2021:18:22:44
1 Q0 31119639471726592 131 0.3975149 02/04/2021:18:22:44
1 Q0 29499856456257536 132 0.3975006 02/04/2021:18:22:44
1 Q0 34885439919894528 133 0.39743596 02/04/2021:18:22:44
1 Q0 32419272097529856 134 0.39701766 02/04/2021:18:22:44
1 Q0 30434425137266689 135 0.39676073 02/04/2021:18:22:44
1 Q0 35006252341792768 136 0.39662045 02/04/2021:18:22:44
1 Q0 30330636933795840 137 0.39656895 02/04/2021:18:22:44
1 Q0 32879043992887297 138 0.39655006 02/04/2021:18:22:44
1 Q0 29399397884239872 139 0.3962745 02/04/2021:18:22:44
1 Q0 29332315276582913 140 0.39627248 02/04/2021:18:22:44
1 Q0 33634677675925504 141 0.39557102 02/04/2021:18:22:44
1 Q0 29837263353417728 142 0.39524102 02/04/2021:18:22:44
1 Q0 29571182734876673 143 0.3945909 02/04/2021:18:22:44
1 Q0 33014946207895553 144 0.3942694 02/04/2021:18:22:44
1 Q0 35108004839817216 145 0.39415246 02/04/2021:18:22:44
1 Q0 31999605965062145 146 0.3937226 02/04/2021:18:22:44
1 Q0 29564786882646016 147 0.39329594 02/04/2021:18:22:44
1 Q0 30236884051435520 148 0.3926003 02/04/2021:18:22:44
1 Q0 32069078260645888 149 0.39255935 02/04/2021:18:22:44
1 Q0 29693189967323136 150 0.39248538 02/04/2021:18:22:44
1 Q0 35032879444529152 151 0.39208406 02/04/2021:18:22:44
1 Q0 30197610459435008 152 0.39185756 02/04/2021:18:22:44
1 Q0 33430230039269377 153 0.3918218 02/04/2021:18:22:44
1 Q0 34930837732458496 154 0.39164603 02/04/2021:18:22:44
1 Q0 34370192779776000 155 0.39084864 02/04/2021:18:22:44
1 Q0 28976088516399104 156 0.39045078 02/04/2021:18:22:44
1 Q0 30272368861511680 157 0.39026725 02/04/2021:18:22:44
1 Q0 29838663328202752 158 0.38933718 02/04/2021:18:22:44
1 Q0 31001265156657153 159 0.388638 02/04/2021:18:22:44
1 Q0 31302414527111169 160 0.38850668 02/04/2021:18:22:44
1 Q0 29652871364481024 161 0.38835892 02/04/2021:18:22:44
1 Q0 29269423860752384 162 0.38801557 02/04/2021:18:22:44
1 Q0 30965084465401856 163 0.38783726 02/04/2021:18:22:44
1 Q0 30856499827970048 164 0.38738185 02/04/2021:18:22:44
1 Q0 31900013512630272 165 0.3869229 02/04/2021:18:22:44
1 Q0 29724289255079936 166 0.3861236 02/04/2021:18:22:44
1 Q0 31994186588749824 167 0.38550544 02/04/2021:18:22:44
1 Q0 32352516775616512 168 0.3854409 02/04/2021:18:22:44
1 Q0 30071404720300033 169 0.3852724 02/04/2021:18:22:44
1 Q0 32119101912514560 170 0.38493708 02/04/2021:18:22:44
1 Q0 29363446097117184 171 0.3848344 02/04/2021:18:22:44
1 Q0 32871173100404738 172 0.38449702 02/04/2021:18:22:44
1 Q0 28967703490338817 173 0.3839436 02/04/2021:18:22:44
1 Q0 33632443340685312 174 0.38357082 02/04/2021:18:22:44
1 Q0 29257171950641153 175 0.38355052 02/04/2021:18:22:44
1 Q0 30217175910318080 176 0.3834828 02/04/2021:18:22:44
1 Q0 29846239159783424 177 0.38307458 02/04/2021:18:22:44
1 Q0 30966889442189313 178 0.38271677 02/04/2021:18:22:44
1 Q0 33140845918027776 179 0.38269183 02/04/2021:18:22:44
1 Q0 30945244245655552 180 0.3823267 02/04/2021:18:22:44
1 Q0 31515199760502784 181 0.38142788 02/04/2021:18:22:44
1 Q0 33363666858409984 182 0.38128987 02/04/2021:18:22:44
1 Q0 29111985039736832 183 0.3812548 02/04/2021:18:22:44
1 Q0 30012378116530176 184 0.38031062 02/04/2021:18:22:44
1 Q0 31156677596155904 185 0.38022223 02/04/2021:18:22:44
1 Q0 30395874588762114 186 0.37940636 02/04/2021:18:22:44
1 Q0 32603109700145153 187 0.3793618 02/04/2021:18:22:44
1 Q0 34201849716285440 188 0.37918073 02/04/2021:18:22:44
1 Q0 30987353317179392 189 0.37907088 02/04/2021:18:22:44
1 Q0 33287402286088192 190 0.3790425 02/04/2021:18:22:44
1 Q0 32985385306955776 191 0.3790425 02/04/2021:18:22:44
1 Q0 29582966246088705 192 0.3783996 02/04/2021:18:22:44
1 Q0 30490095945519104 193 0.37769526 02/04/2021:18:22:44
1 Q0 31129185669881856 194 0.37732023 02/04/2021:18:22:44
1 Q0 35096912944168960 195 0.37707064 02/04/2021:18:22:44
1 Q0 34972111969722368 196 0.37701768 02/04/2021:18:22:44
1 Q0 29506974437613568 197 0.37613642 02/04/2021:18:22:44
1 Q0 30500750404624384 198 0.37542003 02/04/2021:18:22:44
1 Q0 29664899730771968 199 0.37453866 02/04/2021:18:22:44
1 Q0 29602446380634112 200 0.37433064 02/04/2021:18:22:44
1 Q0 31021336423829504 201 0.37427068 02/04/2021:18:22:44
1 Q0 30981543505694720 202 0.37354207 02/04/2021:18:22:44
1 Q0 29146683610759168 203 0.3727374 02/04/2021:18:22:44
1 Q0 33247127027060736 204 0.37200192 02/04/2021:18:22:44
1 Q0 30150186923724800 205 0.3718521 02/04/2021:18:22:44
1 Q0 29405606045552640 206 0.37153715 02/04/2021:18:22:44
1 Q0 34908413875982336 207 0.37137252 02/04/2021:18:22:44
1 Q0 31869416178196480 208 0.37117547 02/04/2021:18:22:44
1 Q0 34001087379800064 209 0.3710211 02/04/2021:18:22:44
1 Q0 29563126500294656 210 0.37093532 02/04/2021:18:22:44
1 Q0 34932398680440832 211 0.36932388 02/04/2021:18:22:44
1 Q0 29572583603052544 212 0.36921746 02/04/2021:18:22:44
1 Q0 28986915885686784 213 0.3688643 02/04/2021:18:22:44
1 Q0 32026760077910016 214 0.36855322 02/04/2021:18:22:44
1 Q0 31397394457296898 215 0.36847413 02/04/2021:18:22:44
1 Q0 30096577628475392 216 0.36826307 02/04/2021:18:22:44
1 Q0 35108324609368064 217 0.36809224 02/04/2021:18:22:44
1 Q0 35089121986740224 218 0.36800942 02/04/2021:18:22:44
1 Q0 33178245612437504 219 0.3679985 02/04/2021:18:22:44
1 Q0 30405445503946754 220 0.3679088 02/04/2021:18:22:44
1 Q0 29297514083516417 221 0.36746725 02/04/2021:18:22:44
1 Q0 32263563204632576 222 0.3672403 02/04/2021:18:22:44
1 Q0 34514609985556480 223 0.3669639 02/04/2021:18:22:44
1 Q0 29001738056900609 224 0.36695123 02/04/2021:18:22:44
1 Q0 29367945708707840 225 0.36685863 02/04/2021:18:22:44
1 Q0 32833513807937536 226 0.36683172 02/04/2021:18:22:44
1 Q0 35030665523109888 227 0.36668772 02/04/2021:18:22:44
1 Q0 32852737490157568 228 0.36660892 02/04/2021:18:22:44
1 Q0 34886228193198080 229 0.36649236 02/04/2021:18:22:44
1 Q0 29564989966651392 230 0.36644623 02/04/2021:18:22:44
1 Q0 29978962599870465 231 0.36638147 02/04/2021:18:22:44
1 Q0 34119059402391553 232 0.3660462 02/04/2021:18:22:44
1 Q0 34191415621722113 233 0.36600602 02/04/2021:18:22:44
1 Q0 34982794224472065 234 0.3656174 02/04/2021:18:22:44
1 Q0 29355535308423168 235 0.3655697 02/04/2021:18:22:44
1 Q0 34964538449334272 236 0.3651757 02/04/2021:18:22:44
1 Q0 33329583168163840 237 0.36511672 02/04/2021:18:22:44
1 Q0 32834908414017536 238 0.36480576 02/04/2021:18:22:44
1 Q0 30927510657040384 239 0.36405584 02/04/2021:18:22:44
1 Q0 32146780384661505 240 0.36381614 02/04/2021:18:22:44
1 Q0 31493782109163520 241 0.3635614 02/04/2021:18:22:44
1 Q0 32932979474964480 242 0.36302015 02/04/2021:18:22:44
1 Q0 29480299767267328 243 0.36282474 02/04/2021:18:22:44
1 Q0 34463231879684097 244 0.36243147 02/04/2021:18:22:44
1 Q0 31078515344412672 245 0.3624199 02/04/2021:18:22:44
1 Q0 32168453657862144 246 0.36239344 02/04/2021:18:22:44
1 Q0 32697852455030786 247 0.3623683 02/04/2021:18:22:44
1 Q0 34183568397697024 248 0.36220765 02/04/2021:18:22:44
1 Q0 30009797621321728 249 0.36201093 02/04/2021:18:22:44
1 Q0 29254546119204864 250 0.3612305 02/04/2021:18:22:44
1 Q0 34347841774157824 251 0.36112705 02/04/2021:18:22:44
1 Q0 29659695589363712 252 0.36097026 02/04/2021:18:22:44
1 Q0 31677267990020097 253 0.36087608 02/04/2021:18:22:44
1 Q0 35006283715186688 254 0.36055142 02/04/2021:18:22:44
1 Q0 33423709268226048 255 0.359945 02/04/2021:18:22:44
1 Q0 32247906387890176 256 0.35977393 02/04/2021:18:22:44
1 Q0 34872926788395008 257 0.35959125 02/04/2021:18:22:44
1 Q0 29940395202838528 258 0.35956213 02/04/2021:18:22:44
1 Q0 33355993890951168 259 0.35899997 02/04/2021:18:22:44
1 Q0 30725558509772800 260 0.3589573 02/04/2021:18:22:44
1 Q0 29062156037136385 261 0.35881758 02/04/2021:18:22:44
1 Q0 29581629827584000 262 0.35871214 02/04/2021:18:22:44
1 Q0 31988087135408128 263 0.35858035 02/04/2021:18:22:44
1 Q0 29662032584245248 264 0.3584376 02/04/2021:18:22:44
1 Q0 35101381454995458 265 0.35808337 02/04/2021:18:22:44
1 Q0 34184067142393856 266 0.35709894 02/04/2021:18:22:44
1 Q0 34522621244608512 267 0.3569969 02/04/2021:18:22:44
1 Q0 32792936664010752 268 0.35690552 02/04/2021:18:22:44
1 Q0 32154951547355136 269 0.35688534 02/04/2021:18:22:44
1 Q0 30244402504929280 270 0.35674405 02/04/2021:18:22:44
1 Q0 31728747883274240 271 0.35669667 02/04/2021:18:22:44
1 Q0 29241648504377344 272 0.3566497 02/04/2021:18:22:44
1 Q0 35007763411111936 273 0.35652912 02/04/2021:18:22:44
1 Q0 33956274014126080 274 0.3563755 02/04/2021:18:22:44
1 Q0 33395092987318272 275 0.3563544 02/04/2021:18:22:44
1 Q0 34704294674440193 276 0.35629186 02/04/2021:18:22:44
1 Q0 29081822683996161 277 0.35628113 02/04/2021:18:22:44
1 Q0 35055288075681792 278 0.3562733 02/04/2021:18:22:44
1 Q0 34667970827395072 279 0.3557828 02/04/2021:18:22:44
1 Q0 29326891324280832 280 0.355621 02/04/2021:18:22:44
1 Q0 32975040777560064 281 0.35542673 02/04/2021:18:22:44
1 Q0 30705061755621376 282 0.35539424 02/04/2021:18:22:44
1 Q0 30251603453812736 283 0.35536593 02/04/2021:18:22:44
1 Q0 34131126092046336 284 0.35531518 02/04/2021:18:22:44
1 Q0 32764278465363968 285 0.3552935 02/04/2021:18:22:44
1 Q0 34658387396399104 286 0.35525557 02/04/2021:18:22:44
1 Q0 34662912425467904 287 0.35517955 02/04/2021:18:22:44
1 Q0 32669206264684544 288 0.35507885 02/04/2021:18:22:44
1 Q0 34772747989028864 289 0.35488984 02/04/2021:18:22:44
1 Q0 34948877027123200 290 0.35485333 02/04/2021:18:22:44
1 Q0 30299217419304960 291 0.3546904 02/04/2021:18:22:44
1 Q0 32080604065431552 292 0.35455033 02/04/2021:18:22:44
1 Q0 30050959887433728 293 0.35445076 02/04/2021:18:22:44
1 Q0 31003281803190273 294 0.35408843 02/04/2021:18:22:44
1 Q0 32534347319877633 295 0.35399523 02/04/2021:18:22:44
1 Q0 29513312056115200 296 0.35389772 02/04/2021:18:22:44
1 Q0 29402305400930304 297 0.35383826 02/04/2021:18:22:44
1 Q0 29300572217675776 298 0.35359222 02/04/2021:18:22:44
1 Q0 30060059924897792 299 0.35337174 02/04/2021:18:22:44
1 Q0 31679201761300480 300 0.3519787 02/04/2021:18:22:44
1 Q0 33945541326938112 301 0.35176885 02/04/2021:18:22:44
1 Q0 32131167926878208 302 0.35175297 02/04/2021:18:22:44
1 Q0 34961345384288256 303 0.35151652 02/04/2021:18:22:44
1 Q0 33240939778670592 304 0.35138798 02/04/2021:18:22:44
1 Q0 30587022246678528 305 0.350918 02/04/2021:18:22:44
1 Q0 34020537256644608 306 0.35087708 02/04/2021:18:22:44
1 Q0 29022317698875392 307 0.35084766 02/04/2021:18:22:44
1 Q0 31233156623376386 308 0.35080817 02/04/2021:18:22:44
1 Q0 32930976912904192 309 0.35076904 02/04/2021:18:22:44
1 Q0 34652551873830913 310 0.35060716 02/04/2021:18:22:44
1 Q0 29659739432419329 311 0.35045803 02/04/2021:18:22:44
1 Q0 31480958016294912 312 0.35000348 02/04/2021:18:22:44
1 Q0 29142197240598528 313 0.34983504 02/04/2021:18:22:44
1 Q0 31466391706017792 314 0.34964448 02/04/2021:18:22:44
1 Q0 29488676207599616 315 0.34927705 02/04/2021:18:22:44
1 Q0 34408310291562496 316 0.34909698 02/04/2021:18:22:44
1 Q0 33253998437867521 317 0.34903657 02/04/2021:18:22:44
1 Q0 34944944452018176 318 0.34902078 02/04/2021:18:22:44
1 Q0 33391377895137280 319 0.34897763 02/04/2021:18:22:44
1 Q0 32041447347716096 320 0.3488074 02/04/2021:18:22:44
1 Q0 30953017595396096 321 0.34852666 02/04/2021:18:22:44
1 Q0 31149252440752130 322 0.3484591 02/04/2021:18:22:44
1 Q0 29563478356262912 323 0.34819373 02/04/2021:18:22:44
1 Q0 29655116718018561 324 0.34817973 02/04/2021:18:22:44
1 Q0 33582079593676801 325 0.3477884 02/04/2021:18:22:44
1 Q0 32129382935957504 326 0.34760115 02/04/2021:18:22:44
1 Q0 29301253892734976 327 0.3475766 02/04/2021:18:22:44
1 Q0 31187419571167233 328 0.3474924 02/04/2021:18:22:44
1 Q0 31998351088033792 329 0.34736052 02/04/2021:18:22:44
1 Q0 31661687350231040 330 0.346932 02/04/2021:18:22:44
1 Q0 31660808035368960 331 0.346932 02/04/2021:18:22:44
1 Q0 31670622601875456 332 0.34689453 02/04/2021:18:22:44
1 Q0 35002343313375232 333 0.34673408 02/04/2021:18:22:44
1 Q0 31335388857499648 334 0.34672916 02/04/2021:18:22:44
1 Q0 32191421117108224 335 0.34659398 02/04/2021:18:22:44
1 Q0 32847485906984960 336 0.3465152 02/04/2021:18:22:44
1 Q0 33179804463276032 337 0.34630647 02/04/2021:18:22:44
1 Q0 33479684939464704 338 0.34612507 02/04/2021:18:22:44
1 Q0 31244801940656128 339 0.34601426 02/04/2021:18:22:44
1 Q0 33456074153533440 340 0.34594232 02/04/2021:18:22:44
1 Q0 32082622792335363 341 0.34574783 02/04/2021:18:22:44
1 Q0 30688866058903552 342 0.34571254 02/04/2021:18:22:44
1 Q0 31400003637350400 343 0.34554893 02/04/2021:18:22:44
1 Q0 30565782714843137 344 0.3455459 02/04/2021:18:22:44
1 Q0 31015267429523456 345 0.3454458 02/04/2021:18:22:44
1 Q0 30086201809567746 346 0.3453681 02/04/2021:18:22:44
1 Q0 33652248328273921 347 0.3452528 02/04/2021:18:22:44
1 Q0 32896804626374656 348 0.34523287 02/04/2021:18:22:44
1 Q0 35055287580753923 349 0.34497732 02/04/2021:18:22:44
1 Q0 34071899881345024 350 0.34492278 02/04/2021:18:22:44
1 Q0 32478635843653633 351 0.3449121 02/04/2021:18:22:44
1 Q0 31330023239585792 352 0.3446523 02/04/2021:18:22:44
1 Q0 30392024163160065 353 0.3443848 02/04/2021:18:22:44
1 Q0 29288866871508993 354 0.34437674 02/04/2021:18:22:44
1 Q0 30506567111548928 355 0.3443449 02/04/2021:18:22:44
1 Q0 35041223072813056 356 0.34424067 02/04/2021:18:22:44
1 Q0 33332803345059841 357 0.34419346 02/04/2021:18:22:44
1 Q0 34662198357786624 358 0.34411824 02/04/2021:18:22:44
1 Q0 29848991092973569 359 0.34406692 02/04/2021:18:22:44
1 Q0 33504817619931136 360 0.34400374 02/04/2021:18:22:44
1 Q0 34946476572409856 361 0.343952 02/04/2021:18:22:44
1 Q0 29369794381750272 362 0.34383842 02/04/2021:18:22:44
1 Q0 32212668018327553 363 0.34379968 02/04/2021:18:22:44
1 Q0 32014747394121728 364 0.34377104 02/04/2021:18:22:44
1 Q0 29286650777436160 365 0.34353444 02/04/2021:18:22:44
1 Q0 34868139145564160 366 0.3435208 02/04/2021:18:22:44
1 Q0 30794190921138176 367 0.34335962 02/04/2021:18:22:44
1 Q0 32305650524495873 368 0.34287238 02/04/2021:18:22:44
1 Q0 30303989803257856 369 0.34247842 02/04/2021:18:22:44
1 Q0 30392132124540928 370 0.3424158 02/04/2021:18:22:44
1 Q0 31966014233124864 371 0.34203154 02/04/2021:18:22:44
1 Q0 29424217959174144 372 0.3418647 02/04/2021:18:22:44
1 Q0 33567536540958720 373 0.3416353 02/04/2021:18:22:44
1 Q0 35017591793651713 374 0.34158188 02/04/2021:18:22:44
1 Q0 28997799475412992 375 0.34150195 02/04/2021:18:22:44
1 Q0 30361839313362945 376 0.3414127 02/04/2021:18:22:44
1 Q0 33575905842438144 377 0.34130323 02/04/2021:18:22:44
1 Q0 35032734535524352 378 0.34075955 02/04/2021:18:22:44
1 Q0 33354375426478080 379 0.34058595 02/04/2021:18:22:44
1 Q0 31510426927763456 380 0.34038925 02/04/2021:18:22:44
1 Q0 30162553262841857 381 0.34008276 02/04/2021:18:22:44
1 Q0 32990961768341504 382 0.33978996 02/04/2021:18:22:44
1 Q0 32069157155508224 383 0.33953732 02/04/2021:18:22:44
1 Q0 30425787156922368 384 0.33947128 02/04/2021:18:22:44
1 Q0 34140778221543424 385 0.33935577 02/04/2021:18:22:44
1 Q0 32123062031749120 386 0.3393439 02/04/2021:18:22:44
1 Q0 30311610169954304 387 0.33919507 02/04/2021:18:22:44
1 Q0 29243190854811648 388 0.33907646 02/04/2021:18:22:44
1 Q0 29304902463258624 389 0.3390418 02/04/2021:18:22:44
1 Q0 33334889872883712 390 0.33903122 02/04/2021:18:22:44
1 Q0 34936439342899200 391 0.33902228 02/04/2021:18:22:44
1 Q0 34772121917853696 392 0.3389889 02/04/2021:18:22:44
1 Q0 29549303139672066 393 0.33892453 02/04/2021:18:22:44
1 Q0 31398322895851521 394 0.33889008 02/04/2021:18:22:44
1 Q0 31676512897863680 395 0.3388238 02/04/2021:18:22:44
1 Q0 31435615270604800 396 0.33877063 02/04/2021:18:22:44
1 Q0 30317757283180544 397 0.33874184 02/04/2021:18:22:44
1 Q0 28973753417342976 398 0.33835748 02/04/2021:18:22:44
1 Q0 35030681935417344 399 0.33832708 02/04/2021:18:22:44
1 Q0 29652279439130625 400 0.33831394 02/04/2021:18:22:44
1 Q0 31865128668368896 401 0.33821934 02/04/2021:18:22:44
1 Q0 32004183913660416 402 0.33810693 02/04/2021:18:22:44
1 Q0 30424231338582016 403 0.33809173 02/04/2021:18:22:44
1 Q0 34184091020693504 404 0.3378967 02/04/2021:18:22:44
1 Q0 33182987336032256 405 0.33789378 02/04/2021:18:22:44
1 Q0 29175397782388737 406 0.33782518 02/04/2021:18:22:44
1 Q0 32494503902314496 407 0.33766827 02/04/2021:18:22:44
1 Q0 33430479151693824 408 0.33764303 02/04/2021:18:22:44
1 Q0 31054817082216448 409 0.33764133 02/04/2021:18:22:44
1 Q0 32807726107070465 410 0.33763915 02/04/2021:18:22:44
1 Q0 32571562683006976 411 0.33749926 02/04/2021:18:22:44
